OrderID,OrderDate,Country,ProductCategory,Model,Gender,Size,SalesChannel,Quantity,UnitPrice,DiscountPercent,Revenue
1577,2024-08-08,UK,Lifestyle,Air Max 90,Women,11,Online,2,7290,10,13122.0
1578,2024-01-06,Germany,Training,Free Metcon,Women,10,Online,3,5379,15,13716.45
1579,2025-05-30,USA,Basketball,Air Jordan 1,Men,11,Retail Store,3,14266,5,40658.1
1580,2024-10-22,USA,Basketball,LeBron 21,Unisex,10,Online,1,13438,5,12766.1
1581,2024-08-19,UK,Running,Air Zoom Alphafly,Men,9,Retail Store,3,7257,20,17416.8
1582,2024-06-05,USA,Basketball,Air Jordan 1,Men,6,Online,1,6952,15,5909.2
1583,2025-02-23,USA,Running,React Infinity Run,Unisex,9,Retail Store,1,14942,20,11953.6
1584,2025-09-04,India,Training,Air Zoom TR,Men,10,Online,2,9903,5,18815.7
1585,2024-08-09,UK,Lifestyle,Air Max 90,Women,11,Retail Store,2,13357,10,24042.6
1586,2024-02-23,India,Running,Air Zoom Pegasus,Women,11,Retail Store,2,12801,15,21761.7
1587,2025-09-28,Germany,Training,Free Metcon,Unisex,7,Online,1,6861,10,6174.9
1588,2024-02-16,India,Basketball,Air Jordan 1,Men,6,Retail Store,2,13451,15,22866.7
1589,2025-01-22,Germany,Training,Air Zoom TR,Women,9,Online,3,13643,0,40929.0
1590,2024-12-01,UK,Running,Air Zoom Alphafly,Men,7,Retail Store,2,7123,20,11396.8
1591,2024-05-11,UK,Running,Air Zoom Pegasus,Unisex,7,Online,1,11081,15,9418.85
1592,2025-05-14,India,Running,React Infinity Run,Unisex,9,Retail Store,1,13765,10,12388.5
1593,2024-05-23,Germany,Basketball,KD 16,Women,11,Online,3,5766,15,14703.3
1594,2025-05-31,Germany,Running,Air Zoom Pegasus,Men,11,Retail Store,3,14596,10,39409.2
1595,2024-12-07,UK,Basketball,Air Jordan 1,Men,9,Online,2,5976,0,11952.0
1596,2024-02-03,Germany,Basketball,LeBron 21,Unisex,8,Retail Store,2,11180,10,20124.0
1597,2024-01-29,UK,Lifestyle,Blazer Mid,Unisex,9,Online,2,8381,15,14247.7
1598,2024-03-02,Germany,Lifestyle,Air Force 1,Women,9,Retail Store,2,7619,20,12190.4
1599,2025-11-22,USA,Lifestyle,Air Max 90,Men,8,Online,2,12689,0,25378.0
1600,2024-06-19,India,Basketball,Air Jordan 1,Men,6,Online,2,4704,20,7526.4
1601,2025-05-30,UK,Training,Air Zoom TR,Unisex,11,Retail Store,2,10094,5,19178.6
1602,2024-07-30,Germany,Lifestyle,Air Max 90,Men,11,Online,3,5916,20,14198.4
1603,2025-11-09,India,Basketball,Air Jordan 1,Unisex,11,Online,3,7090,10,19143.0
1604,2024-08-28,USA,Lifestyle,Air Force 1,Unisex,8,Online,1,5636,20,4508.8
1605,2024-10-17,Germany,Training,Air Zoom TR,Women,10,Retail Store,3,12283,15,31321.65
1606,2024-08-17,India,Training,Air Zoom TR,Women,9,Retail Store,1,13763,15,11698.55
1607,2024-06-06,UK,Lifestyle,Air Force 1,Men,11,Retail Store,2,9538,15,16214.6
1608,2025-05-04,UK,Basketball,Air Jordan 1,Women,8,Retail Store,2,12455,15,21173.5
1609,2024-12-07,UK,Running,Air Zoom Pegasus,Unisex,6,Online,3,5286,5,15065.1
1610,2025-01-12,India,Basketball,LeBron 21,Men,7,Retail Store,1,10655,15,9056.75
1611,2024-05-24,UK,Running,React Infinity Run,Women,7,Retail Store,2,9431,20,15089.6
1612,2024-04-10,Germany,Training,Free Metcon,Women,11,Online,1,11425,15,9711.25
1613,2024-05-09,Germany,Lifestyle,Air Max 90,Unisex,10,Online,1,12296,10,11066.4
1614,2024-08-13,India,Running,Air Zoom Alphafly,Women,7,Retail Store,3,7491,10,20225.7
1615,2025-10-23,USA,Training,Air Zoom TR,Unisex,7,Online,1,6268,0,6268.0
1616,2024-03-17,Germany,Running,Air Zoom Pegasus,Women,10,Online,1,13081,15,11118.85
1617,2025-04-29,India,Training,Free Metcon,Women,8,Retail Store,2,9969,0,19938.0
1618,2025-06-10,USA,Lifestyle,Air Force 1,Men,7,Retail Store,3,12024,5,34268.4
1619,2025-01-05,Germany,Training,Air Zoom TR,Men,11,Online,3,5018,5,14301.3
1620,2025-07-17,Germany,Lifestyle,Air Max 90,Men,8,Retail Store,3,7657,0,22971.0
1621,2025-09-17,USA,Basketball,KD 16,Men,6,Online,3,6811,20,16346.4
1622,2025-03-28,Germany,Training,Free Metcon,Men,9,Retail Store,3,11867,15,30260.85
1623,2025-03-17,India,Basketball,LeBron 21,Unisex,6,Retail Store,3,8329,5,23737.65
1624,2025-01-05,UK,Lifestyle,Blazer Mid,Unisex,6,Retail Store,1,9101,5,8645.95
1625,2025-02-28,UK,Running,Air Zoom Pegasus,Women,10,Retail Store,2,10665,0,21330.0
1626,2024-06-23,UK,Basketball,Air Jordan 1,Men,10,Online,1,6765,5,6426.75
1627,2024-03-09,USA,Lifestyle,Blazer Mid,Men,10,Online,1,8040,5,7638.0
1628,2025-12-27,USA,Running,Air Zoom Alphafly,Women,7,Retail Store,2,4008,0,8016.0
1629,2024-07-11,Germany,Lifestyle,Air Force 1,Men,8,Online,3,7667,10,20700.9
1630,2024-03-26,India,Running,React Infinity Run,Women,11,Online,3,12283,10,33164.1
1631,2025-03-11,India,Training,Free Metcon,Men,7,Retail Store,3,5107,15,13022.85
1632,2024-06-27,USA,Lifestyle,Blazer Mid,Men,11,Retail Store,3,14535,0,43605.0
1633,2024-04-09,UK,Lifestyle,Air Max 90,Unisex,7,Retail Store,1,5082,20,4065.6
1634,2024-11-28,USA,Basketball,Air Jordan 1,Men,7,Retail Store,3,12167,0,36501.0
1635,2024-04-11,UK,Training,Free Metcon,Women,11,Retail Store,1,7951,5,7553.45
1636,2025-01-26,UK,Running,Air Zoom Alphafly,Women,10,Retail Store,2,12967,0,25934.0
1637,2024-08-08,India,Lifestyle,Air Force 1,Men,7,Online,1,5681,15,4828.85
1638,2024-03-26,Germany,Lifestyle,Air Max 90,Unisex,10,Retail Store,2,5851,5,11116.9
1639,2024-12-05,Germany,Basketball,LeBron 21,Men,10,Retail Store,2,9825,10,17685.0
1640,2024-05-08,India,Training,Free Metcon,Women,10,Retail Store,2,13519,20,21630.4
1641,2025-04-24,Germany,Running,Air Zoom Pegasus,Men,6,Online,1,13015,15,11062.75
1642,2025-08-26,UK,Training,Metcon 9,Men,7,Online,3,11021,0,33063.0
1643,2024-11-22,UK,Basketball,LeBron 21,Men,9,Retail Store,2,8131,5,15448.9
1644,2025-06-09,India,Lifestyle,Air Force 1,Unisex,7,Retail Store,3,5792,0,17376.0
1645,2025-02-16,India,Basketball,Air Jordan 1,Men,11,Retail Store,3,11215,20,26916.0
1646,2025-09-11,UK,Running,Air Zoom Pegasus,Unisex,6,Retail Store,3,9281,10,25058.7
1647,2025-12-18,India,Basketball,KD 16,Men,8,Retail Store,1,5511,5,5235.45
1648,2025-01-12,USA,Training,Air Zoom TR,Women,10,Online,3,10118,10,27318.6
1649,2024-05-11,Germany,Basketball,LeBron 21,Women,10,Retail Store,1,12421,5,11799.95
1650,2024-10-12,USA,Training,Metcon 9,Unisex,9,Online,2,6615,0,13230.0
1651,2024-12-03,USA,Lifestyle,Air Force 1,Unisex,9,Online,3,7871,5,22432.35
1652,2024-08-09,UK,Lifestyle,Air Max 90,Women,9,Retail Store,2,13408,5,25475.2
1653,2025-01-30,USA,Running,Air Zoom Alphafly,Men,6,Online,1,7145,5,6787.75
1654,2025-10-09,India,Basketball,LeBron 21,Women,11,Online,3,6263,5,17849.55
1655,2024-03-08,USA,Lifestyle,Blazer Mid,Men,11,Online,1,12155,10,10939.5
1656,2025-11-28,USA,Lifestyle,Blazer Mid,Unisex,9,Online,1,9758,0,9758.0
1657,2025-03-26,UK,Running,React Infinity Run,Women,6,Retail Store,3,11816,20,28358.4
1658,2025-06-11,Germany,Training,Metcon 9,Women,11,Online,2,9930,5,18867.0
1659,2025-04-24,India,Training,Metcon 9,Unisex,9,Retail Store,1,7512,10,6760.8
1660,2025-11-10,India,Running,Air Zoom Pegasus,Men,11,Online,1,13087,10,11778.3
1661,2024-10-15,Germany,Basketball,KD 16,Women,9,Retail Store,3,9648,20,23155.2
1662,2025-09-11,USA,Lifestyle,Blazer Mid,Women,8,Retail Store,1,7034,15,5978.9
1663,2025-04-13,UK,Training,Metcon 9,Women,7,Retail Store,1,14089,20,11271.2
1664,2024-09-02,UK,Running,Air Zoom Alphafly,Unisex,9,Retail Store,3,11365,15,28980.75
1665,2024-07-28,USA,Training,Air Zoom TR,Women,6,Online,3,11535,0,34605.0
1666,2024-05-27,USA,Lifestyle,Air Force 1,Men,6,Online,1,6808,5,6467.6
1667,2025-08-26,India,Basketball,LeBron 21,Unisex,10,Online,2,8559,0,17118.0
1668,2025-03-25,USA,Training,Metcon 9,Women,10,Retail Store,1,8893,5,8448.35
1669,2025-12-09,UK,Running,React Infinity Run,Men,11,Online,1,10012,10,9010.8
1670,2025-05-18,USA,Basketball,LeBron 21,Men,11,Retail Store,1,5620,0,5620.0
1671,2024-05-10,UK,Basketball,Air Jordan 1,Men,6,Online,2,8308,20,13292.8
1672,2024-12-25,India,Basketball,Air Jordan 1,Women,6,Retail Store,1,13319,20,10655.2
1673,2025-08-07,Germany,Training,Metcon 9,Women,6,Online,1,5403,0,5403.0
1674,2025-06-20,UK,Basketball,KD 16,Men,6,Retail Store,1,4548,0,4548.0
1675,2024-01-12,India,Training,Metcon 9,Men,11,Retail Store,2,9761,10,17569.8
1676,2025-06-02,India,Lifestyle,Air Force 1,Women,10,Retail Store,1,14479,20,11583.2
1677,2025-02-24,USA,Lifestyle,Air Force 1,Women,9,Online,1,12990,15,11041.5
1678,2025-10-15,India,Basketball,Air Jordan 1,Unisex,10,Retail Store,3,11517,20,27640.8
1679,2024-06-08,UK,Training,Free Metcon,Women,10,Retail Store,1,7371,5,7002.45
1680,2025-07-27,USA,Running,Air Zoom Pegasus,Men,9,Online,2,14334,5,27234.6
1681,2024-02-20,UK,Training,Free Metcon,Unisex,7,Online,1,11810,0,11810.0
1682,2024-08-23,UK,Running,Air Zoom Alphafly,Unisex,10,Online,3,13624,5,38828.4
1683,2024-04-30,USA,Running,Air Zoom Alphafly,Men,8,Online,2,9805,0,19610.0
1684,2024-10-27,India,Lifestyle,Air Max 90,Men,6,Retail Store,3,13236,5,37722.6
1685,2024-11-03,USA,Basketball,Air Jordan 1,Women,10,Online,2,6204,0,12408.0
1686,2025-07-08,UK,Lifestyle,Blazer Mid,Men,8,Online,1,12767,20,10213.6
1687,2024-10-11,India,Running,Air Zoom Pegasus,Women,9,Retail Store,3,7712,20,18508.8
1688,2025-01-27,USA,Training,Metcon 9,Unisex,10,Retail Store,2,12509,15,21265.3
1689,2024-03-26,USA,Running,React Infinity Run,Men,8,Online,2,9892,0,19784.0
1690,2025-03-21,India,Lifestyle,Blazer Mid,Unisex,8,Retail Store,2,11129,20,17806.4
1691,2025-03-10,India,Running,Air Zoom Pegasus,Unisex,6,Online,2,11327,10,20388.6
1692,2025-09-24,Germany,Basketball,LeBron 21,Unisex,11,Online,2,6542,5,12429.8
1693,2025-06-14,USA,Basketball,Air Jordan 1,Women,7,Online,3,9643,10,26036.1
1694,2024-08-09,Germany,Training,Metcon 9,Unisex,6,Online,2,4834,5,9184.6
1695,2025-04-11,Germany,Running,Air Zoom Alphafly,Women,10,Online,1,10026,5,9524.7
1696,2025-08-19,India,Basketball,LeBron 21,Unisex,7,Online,1,11970,10,10773.0
1697,2024-09-28,India,Basketball,Air Jordan 1,Unisex,8,Online,2,9028,10,16250.4
1698,2025-09-21,USA,Lifestyle,Blazer Mid,Women,10,Retail Store,3,13438,20,32251.2
1699,2025-11-28,USA,Running,React Infinity Run,Unisex,9,Online,1,11111,15,9444.35
1700,2024-05-30,UK,Lifestyle,Air Force 1,Unisex,8,Retail Store,2,10113,15,17192.1
1701,2025-08-19,Germany,Lifestyle,Air Max 90,Unisex,6,Retail Store,2,12498,15,21246.6
1702,2025-12-08,UK,Basketball,KD 16,Unisex,11,Online,2,6696,5,12722.4
1703,2025-06-10,Germany,Training,Air Zoom TR,Unisex,10,Retail Store,2,11704,15,19896.8
1704,2025-03-23,India,Lifestyle,Air Max 90,Men,10,Retail Store,1,4058,20,3246.4
1705,2025-08-01,UK,Lifestyle,Air Force 1,Unisex,6,Online,1,13765,20,11012.0
1706,2025-12-14,India,Training,Metcon 9,Men,6,Retail Store,3,6562,20,15748.8
1707,2025-08-08,UK,Basketball,KD 16,Unisex,7,Retail Store,1,10641,0,10641.0
1708,2024-08-11,USA,Lifestyle,Blazer Mid,Men,9,Online,3,11430,20,27432.0
1709,2024-06-11,India,Training,Free Metcon,Men,8,Online,3,4435,5,12639.75
1710,2024-07-16,USA,Basketball,LeBron 21,Unisex,7,Retail Store,1,8959,5,8511.05
1711,2024-01-12,USA,Basketball,Air Jordan 1,Men,9,Retail Store,1,5650,20,4520.0
1712,2025-02-18,UK,Training,Metcon 9,Unisex,8,Online,2,6261,15,10643.7
1713,2025-04-04,USA,Lifestyle,Air Force 1,Women,8,Retail Store,3,10278,5,29292.3
1714,2025-02-23,USA,Lifestyle,Air Force 1,Unisex,7,Retail Store,2,5326,5,10119.4
1715,2025-08-19,India,Training,Metcon 9,Men,11,Retail Store,1,9645,20,7716.0
1716,2025-09-09,USA,Running,React Infinity Run,Unisex,10,Retail Store,3,6791,20,16298.4
1717,2024-06-09,Germany,Basketball,LeBron 21,Women,8,Online,1,9834,20,7867.2
1718,2025-04-03,UK,Lifestyle,Air Max 90,Women,7,Retail Store,1,12053,15,10245.05
1719,2025-05-12,USA,Running,Air Zoom Alphafly,Women,8,Online,3,13490,5,38446.5
1720,2025-03-23,USA,Running,Air Zoom Alphafly,Unisex,6,Retail Store,1,8299,0,8299.0
1721,2025-10-09,UK,Training,Free Metcon,Women,8,Online,1,11881,15,10098.85
1722,2024-02-06,USA,Lifestyle,Air Max 90,Women,10,Online,3,13208,5,37642.8
1723,2025-12-15,USA,Basketball,KD 16,Unisex,9,Retail Store,3,12620,5,35967.0
1724,2024-01-30,Germany,Training,Free Metcon,Unisex,10,Online,2,13745,0,27490.0
1725,2024-09-17,USA,Lifestyle,Blazer Mid,Women,11,Retail Store,3,11137,5,31740.45
1726,2025-05-22,India,Lifestyle,Air Max 90,Men,10,Retail Store,1,14068,10,12661.2
1727,2024-05-08,UK,Basketball,Air Jordan 1,Men,9,Retail Store,3,10764,15,27448.2
1728,2024-10-19,Germany,Lifestyle,Air Max 90,Men,10,Online,3,7013,15,17883.15
1729,2025-01-22,UK,Running,Air Zoom Pegasus,Unisex,10,Online,1,10642,5,10109.9
1730,2024-07-04,Germany,Basketball,LeBron 21,Unisex,10,Online,1,8066,15,6856.1
1731,2025-05-23,Germany,Lifestyle,Blazer Mid,Men,7,Online,2,12143,15,20643.1
1732,2025-04-22,Germany,Running,Air Zoom Alphafly,Women,6,Retail Store,3,4171,10,11261.7
1733,2024-01-13,UK,Training,Free Metcon,Women,8,Online,3,13335,15,34004.25
1734,2024-09-10,Germany,Running,Air Zoom Alphafly,Unisex,7,Retail Store,1,10209,20,8167.2
1735,2024-11-21,USA,Basketball,KD 16,Unisex,6,Online,2,7577,20,12123.2
1736,2025-06-13,UK,Basketball,LeBron 21,Unisex,9,Online,1,4157,5,3949.15
1737,2025-09-30,USA,Running,Air Zoom Pegasus,Men,10,Online,2,14162,15,24075.4
1738,2025-06-04,USA,Basketball,LeBron 21,Women,9,Retail Store,1,11528,0,11528.0
1739,2024-04-27,UK,Running,React Infinity Run,Unisex,6,Online,2,13041,10,23473.8
1740,2025-12-27,Germany,Training,Air Zoom TR,Women,7,Online,3,9432,10,25466.4
1741,2024-12-16,UK,Running,React Infinity Run,Unisex,8,Online,3,10953,15,27930.15
1742,2025-05-05,USA,Basketball,LeBron 21,Unisex,11,Retail Store,2,9891,20,15825.6
1743,2024-11-21,Germany,Basketball,KD 16,Women,10,Online,1,4619,20,3695.2
1744,2024-09-11,Germany,Basketball,KD 16,Women,6,Retail Store,1,7004,10,6303.6
1745,2024-11-27,Germany,Training,Free Metcon,Unisex,8,Retail Store,3,7596,15,19369.8
1746,2025-12-12,UK,Training,Metcon 9,Unisex,10,Retail Store,1,9630,5,9148.5
1747,2025-02-10,USA,Lifestyle,Blazer Mid,Unisex,10,Online,3,14155,15,36095.25
1748,2024-08-19,India,Basketball,KD 16,Women,6,Retail Store,2,10665,15,18130.5
1749,2025-03-08,UK,Training,Metcon 9,Men,9,Online,2,13357,5,25378.3
1750,2025-03-20,UK,Running,React Infinity Run,Unisex,6,Retail Store,2,7055,20,11288.0
1751,2025-05-20,Germany,Training,Metcon 9,Women,10,Retail Store,1,10513,10,9461.7
1752,2024-01-16,India,Lifestyle,Air Force 1,Women,7,Online,3,13321,0,39963.0
1753,2024-05-22,UK,Running,Air Zoom Alphafly,Men,8,Online,2,14466,10,26038.8
1754,2024-03-10,UK,Basketball,Air Jordan 1,Unisex,8,Retail Store,1,9587,10,8628.3
1755,2024-07-12,UK,Lifestyle,Air Max 90,Unisex,6,Online,3,13343,20,32023.2
1756,2024-06-09,Germany,Training,Metcon 9,Men,11,Retail Store,3,5281,20,12674.4
1757,2025-10-04,USA,Training,Free Metcon,Women,9,Retail Store,2,14991,5,28482.9
1758,2024-11-29,Germany,Basketball,LeBron 21,Women,6,Online,1,7881,20,6304.8
1759,2024-11-08,Germany,Basketball,KD 16,Women,8,Online,2,5544,10,9979.2
1760,2024-02-12,UK,Basketball,KD 16,Women,6,Online,3,8784,5,25034.4
1761,2024-01-06,USA,Running,Air Zoom Pegasus,Unisex,7,Retail Store,3,14250,5,40612.5
1762,2024-01-29,Germany,Basketball,KD 16,Women,7,Online,3,8514,5,24264.9
1763,2024-02-22,UK,Training,Free Metcon,Women,8,Retail Store,3,9450,15,24097.5
1764,2025-10-31,USA,Lifestyle,Air Force 1,Unisex,11,Online,2,8507,0,17014.0
1765,2025-12-16,Germany,Training,Metcon 9,Men,11,Online,1,12522,10,11269.8
1766,2024-03-02,UK,Lifestyle,Air Max 90,Unisex,7,Retail Store,1,13146,20,10516.8
1767,2024-07-07,Germany,Running,Air Zoom Pegasus,Women,8,Retail Store,2,14793,5,28106.7
1768,2025-07-15,UK,Basketball,KD 16,Women,8,Retail Store,2,4529,20,7246.4
1769,2025-07-01,India,Running,Air Zoom Alphafly,Women,6,Online,3,11443,5,32612.55
1770,2025-11-29,USA,Running,React Infinity Run,Women,6,Retail Store,3,13789,5,39298.65
1771,2025-07-14,Germany,Basketball,LeBron 21,Women,10,Retail Store,2,10141,15,17239.7
1772,2024-12-01,UK,Basketball,Air Jordan 1,Women,7,Retail Store,2,12661,0,25322.0
1773,2025-08-06,UK,Training,Free Metcon,Unisex,10,Retail Store,2,8562,0,17124.0
1774,2024-09-07,Germany,Basketball,LeBron 21,Women,9,Online,2,8087,5,15365.3
1775,2025-05-25,UK,Training,Metcon 9,Unisex,9,Online,2,13082,15,22239.4
1776,2025-07-07,Germany,Training,Metcon 9,Unisex,6,Retail Store,2,9539,0,19078.0
1777,2025-08-16,Germany,Training,Free Metcon,Women,7,Retail Store,1,8927,15,7587.95
1778,2025-10-25,USA,Training,Air Zoom TR,Unisex,9,Retail Store,1,6297,15,5352.45
1779,2025-03-30,India,Basketball,LeBron 21,Unisex,11,Online,3,14425,0,43275.0
1780,2024-01-28,India,Lifestyle,Air Max 90,Unisex,8,Online,1,13988,10,12589.2
1781,2025-05-02,India,Running,Air Zoom Pegasus,Men,11,Online,3,14247,0,42741.0
1782,2025-03-07,USA,Lifestyle,Blazer Mid,Men,7,Retail Store,3,5507,0,16521.0
1783,2025-10-02,USA,Basketball,KD 16,Women,10,Retail Store,1,9855,10,8869.5
1784,2025-12-28,India,Lifestyle,Blazer Mid,Men,6,Retail Store,3,4676,10,12625.2
1785,2025-08-31,USA,Basketball,KD 16,Men,8,Online,3,11813,10,31895.1
1786,2025-05-24,UK,Basketball,LeBron 21,Women,9,Retail Store,3,9723,0,29169.0
1787,2024-11-23,Germany,Training,Metcon 9,Unisex,9,Online,2,6686,10,12034.8
1788,2025-04-13,Germany,Running,Air Zoom Pegasus,Women,8,Online,3,11689,10,31560.3
1789,2024-11-05,Germany,Lifestyle,Air Force 1,Unisex,8,Online,3,4578,10,12360.6
1790,2024-08-07,USA,Lifestyle,Air Force 1,Men,11,Retail Store,2,6200,10,11160.0
1791,2025-08-16,UK,Running,Air Zoom Pegasus,Men,11,Retail Store,2,10321,0,20642.0
1792,2024-03-31,India,Training,Metcon 9,Unisex,9,Retail Store,3,12678,5,36132.3
1793,2025-08-19,India,Basketball,KD 16,Men,9,Online,1,11414,15,9701.9
1794,2024-10-17,India,Lifestyle,Blazer Mid,Women,11,Retail Store,1,9631,5,9149.45
1795,2025-06-14,Germany,Lifestyle,Air Force 1,Men,8,Retail Store,1,11726,5,11139.7
1796,2025-09-01,USA,Running,Air Zoom Alphafly,Women,8,Retail Store,3,13182,15,33614.1
1797,2024-05-10,USA,Training,Free Metcon,Unisex,11,Online,1,14491,10,13041.9
1798,2024-10-09,Germany,Running,Air Zoom Alphafly,Women,7,Retail Store,1,10196,5,9686.2
1799,2025-04-25,India,Running,Air Zoom Pegasus,Unisex,11,Retail Store,1,10734,0,10734.0
1800,2024-12-09,UK,Training,Air Zoom TR,Men,6,Online,1,4197,10,3777.3
1801,2024-05-25,USA,Lifestyle,Air Force 1,Men,6,Retail Store,3,5600,10,15120.0
1802,2024-12-31,Germany,Training,Air Zoom TR,Unisex,10,Retail Store,1,12875,15,10943.75
1803,2025-08-30,India,Lifestyle,Air Max 90,Unisex,8,Online,2,4332,15,7364.4
1804,2024-04-15,India,Basketball,LeBron 21,Men,8,Online,2,13963,10,25133.4
1805,2024-05-27,USA,Lifestyle,Air Force 1,Unisex,11,Online,2,10655,20,17048.0
1806,2024-06-05,India,Basketball,KD 16,Men,8,Online,1,6721,0,6721.0
1807,2024-11-18,UK,Lifestyle,Air Force 1,Men,7,Retail Store,1,10820,0,10820.0
1808,2025-04-22,Germany,Basketball,KD 16,Men,7,Online,2,6382,0,12764.0
1809,2024-05-15,USA,Lifestyle,Air Force 1,Men,9,Retail Store,2,5500,0,11000.0
1810,2024-05-02,USA,Running,Air Zoom Alphafly,Unisex,10,Online,1,7281,5,6916.95
1811,2024-03-16,UK,Basketball,Air Jordan 1,Women,6,Retail Store,2,13597,15,23114.9
1812,2024-12-31,India,Basketball,Air Jordan 1,Women,8,Retail Store,1,10055,20,8044.0
1813,2024-11-16,Germany,Lifestyle,Blazer Mid,Women,7,Retail Store,2,11959,0,23918.0
1814,2024-12-12,UK,Training,Air Zoom TR,Men,6,Online,3,6630,0,19890.0
1815,2025-12-09,UK,Training,Air Zoom TR,Men,10,Online,2,14005,20,22408.0
1816,2024-09-12,India,Training,Metcon 9,Women,7,Online,3,7825,5,22301.25
1817,2024-11-15,Germany,Lifestyle,Air Max 90,Men,6,Retail Store,1,12244,20,9795.2
1818,2024-06-03,UK,Lifestyle,Air Max 90,Men,9,Online,3,4869,5,13876.65
1819,2025-04-11,India,Training,Air Zoom TR,Unisex,8,Retail Store,3,7871,20,18890.4
1820,2025-01-29,UK,Lifestyle,Air Max 90,Women,7,Retail Store,3,8833,15,22524.15
1821,2024-04-17,Germany,Training,Free Metcon,Unisex,7,Retail Store,2,12530,0,25060.0
1822,2025-07-29,USA,Basketball,LeBron 21,Women,10,Online,3,13885,20,33324.0
1823,2025-11-21,Germany,Training,Free Metcon,Women,7,Retail Store,3,12171,10,32861.7
1824,2025-08-28,India,Running,Air Zoom Pegasus,Women,7,Retail Store,1,14925,0,14925.0
1825,2024-06-23,Germany,Training,Metcon 9,Unisex,8,Online,1,6006,15,5105.1
1826,2025-06-21,USA,Running,Air Zoom Alphafly,Unisex,7,Online,1,7330,5,6963.5
1827,2025-12-09,Germany,Lifestyle,Air Max 90,Men,10,Retail Store,3,4923,0,14769.0
1828,2025-03-20,UK,Running,Air Zoom Alphafly,Men,6,Retail Store,1,5896,15,5011.6
1829,2025-09-27,UK,Training,Free Metcon,Women,8,Online,1,4813,10,4331.7
1830,2024-07-01,India,Basketball,LeBron 21,Unisex,9,Online,3,8055,15,20540.25
1831,2024-07-02,India,Lifestyle,Air Max 90,Men,11,Online,2,12199,20,19518.4
1832,2024-05-11,Germany,Training,Free Metcon,Men,6,Online,2,7139,15,12136.3
1833,2025-02-02,India,Lifestyle,Air Max 90,Women,9,Retail Store,2,7190,0,14380.0
1834,2024-10-07,UK,Lifestyle,Blazer Mid,Women,8,Retail Store,3,9637,10,26019.9
1835,2025-11-30,India,Basketball,LeBron 21,Men,11,Online,3,14908,10,40251.6
1836,2025-05-30,UK,Training,Air Zoom TR,Women,11,Online,3,8482,15,21629.1
1837,2024-08-02,India,Running,Air Zoom Pegasus,Unisex,6,Online,2,9489,0,18978.0
1838,2025-12-28,Germany,Lifestyle,Blazer Mid,Unisex,8,Retail Store,3,13097,0,39291.0
1839,2024-03-10,Germany,Training,Free Metcon,Women,6,Retail Store,3,13156,15,33547.8
1840,2024-10-30,UK,Training,Free Metcon,Women,10,Retail Store,1,10443,20,8354.4
1841,2025-05-01,UK,Running,Air Zoom Alphafly,Unisex,11,Retail Store,1,5887,20,4709.6
1842,2025-06-16,India,Basketball,KD 16,Unisex,7,Online,1,12046,15,10239.1
1843,2025-09-10,Germany,Lifestyle,Air Force 1,Men,9,Online,3,7604,15,19390.2
1844,2024-08-24,USA,Lifestyle,Air Max 90,Men,9,Online,3,4020,10,10854.0
1845,2025-11-13,USA,Basketball,KD 16,Men,11,Retail Store,2,14117,0,28234.0
1846,2025-05-14,India,Lifestyle,Air Max 90,Unisex,7,Retail Store,1,5099,5,4844.05
1847,2025-12-10,India,Lifestyle,Air Max 90,Unisex,10,Retail Store,2,12581,0,25162.0
1848,2024-02-26,India,Lifestyle,Air Force 1,Men,9,Online,2,11457,10,20622.6
1849,2024-08-01,India,Training,Air Zoom TR,Men,11,Retail Store,3,8521,15,21728.55
1850,2024-12-30,USA,Lifestyle,Air Force 1,Unisex,6,Online,1,8353,5,7935.35
1851,2024-07-25,Germany,Training,Air Zoom TR,Men,7,Online,3,12031,5,34288.35
1852,2024-07-25,Germany,Training,Metcon 9,Unisex,8,Retail Store,3,9083,0,27249.0
1853,2024-07-25,India,Basketball,LeBron 21,Men,6,Retail Store,2,6175,20,9880.0
1854,2025-01-18,USA,Basketball,LeBron 21,Men,8,Retail Store,3,14544,5,41450.4
1855,2024-06-23,India,Lifestyle,Air Force 1,Unisex,11,Online,1,5195,10,4675.5
1856,2024-05-24,India,Basketball,KD 16,Unisex,10,Retail Store,2,7358,0,14716.0
1857,2024-05-15,Germany,Running,React Infinity Run,Unisex,6,Retail Store,1,7343,15,6241.55
1858,2024-12-18,Germany,Running,React Infinity Run,Women,9,Online,3,4171,5,11887.35
1859,2024-08-26,Germany,Training,Free Metcon,Unisex,6,Retail Store,3,11983,20,28759.2
1860,2024-07-29,USA,Training,Air Zoom TR,Men,10,Retail Store,3,12142,20,29140.8
1861,2024-07-31,UK,Lifestyle,Air Max 90,Women,6,Retail Store,2,10851,0,21702.0
1862,2024-03-03,India,Basketball,LeBron 21,Men,8,Retail Store,3,10926,15,27861.3
1863,2025-09-26,India,Training,Metcon 9,Men,9,Retail Store,3,13417,0,40251.0
1864,2025-08-13,India,Running,Air Zoom Alphafly,Unisex,8,Retail Store,1,13678,5,12994.1
1865,2025-03-17,UK,Running,Air Zoom Alphafly,Unisex,8,Online,3,4343,15,11074.65
1866,2024-08-13,UK,Training,Free Metcon,Women,9,Online,2,10637,5,20210.3
